lable_bert,label_lr,text
SCN,NAP,"Ciccio, t'aggio 'a dà 'na bbella e 'na cattiva nutizzia!"
LLD,VEC,"Da res sié l portier l é leà su, l à bolsegà nafrè, l é vienù fora in zaates e l é 'sù a daerse ra porta maestra:"
EML,LMO,Pu Ro e Bunì j'è 'ndæ in pensiàun e t e' su pòst u si è mèss un tratàur.
LLD,VEC,"Por vecia, na moneda de arsento ra no r aea mai veduda in vita soa."
SCN,NAP,"Nui simmu ricchi sfunnati, nun tenimmu discennènni e mo' simmu troppu viécchi pe sperà de n'avé angora."
LLD,LMO,"Ma i sode i no parla, pare, inveze Nin Pize l me conta tanta stories da ride."
LLD,LMO,Ra tò femena no n era contenta de esse deentada na gran sciora?
LLD,PMS,Te sas che son gran poerete e che me mancia anche l pan.
LMO,LIJ,E cuscì e palanche ti te i hæ ascuze suttaa lengua?
VEC,LMO,"Or ve conterò de Chesimur, che è verso sirocho"
LMO,NAP,"Mamma mamme i mò mòreche, i mò mòreche ind' all' ùurte stèie"
PMS,VEC,La bataglia durà da maitina fina a mezodì.
VEC,NAP,"Oi, llà llà!"
LIJ,VEC,"De Chesimur, hove è i grandi inchantatori."
SCN,PMS,"Sorizagrija, Codadreta e Mesomostacio."
VEC,LLD,I aea proprio fato coscita.
SCN,LIJ,"Munta a cavallu, e anemmu:"
VEC,NAP,à da esse la ffesta nazzionale de li gatti.
NAP,PMS,"E in tute queste quaranta zornate nonn è abitazion nì erba, ma chonvien che lli viandanti portano siego la vituaria."
LLD,VEC,Vorarae me proà na fascia par el mè vestì.Lascia pura che te ra bete ió ra i à dito ra veceta.
SCN,LIJ,Che bellu paize!... Che bellu paize!... Che bellu paize!
SC,VEC,"Da poco, morto fresco."
LLD,VEC,"Pitosc de tocià ancora ra sorizes, l é meo che i me score un ocio."
LLD,VEC,"Intanto, inze l castel, ra marigna r à parlà danoo col specio, parsuasa de sentisse responde che ra pi bela l ea senpre era."
LLD,VEC,") El presepio l é roba da famea, come ra storia de Baretuca Rossa l à dito l nordista."
LIJ,SCN,"a curpa, creddilu, Marmuttiña, a l'é tütta du Muchettu!...E chi u l'é stu Muchettu?"
LMO,LLD,"Ve preo, scior sassin!"
LMO,PMS,Quanti promemoria teng' oggi?
LIJ,SC,L'ese fritu in cunpagnia a l'é delungu 'na cunsulaçiun.
SC,VEC,Ch'è stato?
LMO,FUR,mi àn dit che no vuelin.
VEC,LIJ,In chera Antonio l souta fora dal pontuin e l craia:
VEC,LMO,Della vita e maniera de' Tartari.
SC,FUR,"lui vecchio, zoppo e mingherlino, non deve aver gran forza a muover casse e sacchi Ma ahimé nemmeno a far valere il suo diritto di manovale tartassato."
LLD,VEC,Cuanta taeles asto dorà par fei su ra tò ciaseta?
LMO,VEC,Solo vos podassà ciapà fo.
LIJ,NAP,S'òva fò u telegrèmme!
LMO,FUR,", el sei ben, dute l sà."
LIJ,SCN,E dî che nu ti vueivi partî!
LMO,VEC,la prima è tute negre chome chorvi e sono molto grande;
LLD,LMO,"Outre jateome e alcuante jatejate i stajea là a ra scotà, e i vardaa par aria canche ra dijea:"
LLD,VEC,Solo ra veceta ra vien su duta rossa come na bandiera e ra se volta da r outra.
LMO,LIJ,"'Mpar't a cuscì, 'mpar't n'art!"
SC,NAP,"mi chiese Ove mi trovo, e chi parlare odo?"
NAP,SCN,"N'ng sta bùch ca n'ng' pò 'ccungià n'ng sta pèzza scarcèt cha n'ng po' rr'p'zza!Do stòne li canzun e li parol D' don March, d' nom N'cole."
LIJ,SCN,dapö u suzunse suspiandu e scrullandu a testa:
LLD,VEC,"Ma, par no fei na burta fegura, l à scomenzà a curà fora i zoche de l abezé."
NAP,SCN,"E 'o ssaie, ma nun 'o ddice.."
LIJ,LMO,Ti me l'hæ prumissu;
EML,FUR,Sperìn di rivâ insom.
NAP,VEC,E partìsse con le letere e andò a Llagiaza.
SCN,NAP,"E si avimma fa na fessarja facimmela puru, ma a l'étà nosta...nun simmu mica chiù giuvinotti ca ne mettimmu a pazzià disse Baldassarru:"
SCN,NAP,"Tu po' sai c'avimma mète; auannu ru granu è malatu, ngè menuta la rusja, è mal'annata."
LLD,VEC,Lea na ota un pizo che l aea gnon 'Sorśo e l vorea fei l pitor.
ROA_TARA,NAP,Aje raggione scusame!Viene 'a llà ca te faccio avvedé comme funziona!
LLD,VEC,"A pian tèra, inpó ra capia del lift, l é un pontuin strento e scuro, agnoche l portier el bete via ra scoes."
LLD,VEC,No n asto pan assei?
PMS,FUR,"un fi, un parint, un amì dongje."
LMO,LIJ,Ti mee fæ vedde e tö uege?
VEC,LLD,"Vienì pi pede, ve preo, e ridé."
LLD,VEC,Intrà ra crodes l ea un Orso sassin.
NAP,ROA_TARA,"porta rezze chiene 'e treglie, cefarotte, purpe, alice."
SCN,VEC,Erode ngi vole fa la fèsta e forse la mamma e l'attanu l'hanne accuatu.
SC,LIJ,"Più andavo innanzi e più mi incuriosivo, chi altri avrei incontrato sul cammino?"
ROA_TARA,NAP,"... esagerate!..., vino e birra, a tunnellate!"
NAP,SCN,a l' ùurte stèie lu malangiane è ce lu vùie tu vòggh' a pegghièue;
LMO,PMS,L'è incantevul al silensi di toe oc intant ch'el ciel l'arviv al respir dla matina.
SCN,NAP,Quantu tiemp' è rimmast' primm' d''a sveglia?
LLD,SCN,"E pi l sbatea pi l beea, e pi l beea pi l se fondaa inze r aga ciouda."
FUR,NAP,"Amice, si ve dice."
VEC,LMO,Or avemo dita la chaxion per la qual quel chalzolaro aveva meno l'ochio.
SC,VEC,... come hai manifestato la gioia che certo ti esplodeva dentro?
LMO,VEC,"che i me ciame cemodo che i vo, tanto ió no respondo!)"
EML,LMO,Ma cæsa a sém arvænz mè e al zghéli.
SCN,NAP,Viénela nzuonnu e dingiddru tu ca se facésse li fatti suoi.
NAP,SCN,pe' na viarella na carruzzella antica e bella cuntenta va.
NAP,SCN,Ci starrà 'o sole oggi?
LLD,VEC,Mesa ra bocia r é seporida sote i pele negre del mostacio.
LIJ,LMO,"Òmen maridè, uṡèl in ghèbia..."
LLD,VEC,"Par chesto ra Rejina de piche r é senpre avelida, nona Felizita, parcé no me beteo mai de sguaita su ra porta de ra Rejina?"
LLD,LMO,"Donca, va dal tò pesceto e damandi che l me feje deentà ra rejina de duto l mar."
SCN,FUR,o domandi a Christina.
LMO,PMS,"Sò e zò s'j'ócc ma che rigéstri, sò e zò al testi ti bénch ch'li paroiva la ola te stadio."
LLD,VEC,Chesto inveze me l fesc fei ogni dì Antonio Gian Luigi;
LLD,LMO,"poereto, l à l vizio de fumà ma l no n à sode par se tuoi i zigarete."
SCN,NAP,Che vo' di'?
NAP,ROA_TARA,cè bbrutta mamme ca tènghe iòie nna me canòsce la malatòie.
LLD,VEC,"te dores senpre l mè coscin, e no me sà de iusto."
SCN,LIJ,"Ti t'aregordi, eh?"
SCN,FUR,tu vuei ffaci lu cuardianu ti la casa;
NAP,VEC,(Se ne vace sbattènno 'a porta).
VEC,LIJ,No v inacorseo che no cordà con chi outre?
LMO,VEC,Entri in la provinzia de Tangut;
VEC,LIJ,elli èno ben la plui bella cossa del mondo da veder.
LLD,NAP,I elefantes i é de ra leje e i 'suia a nas de fer.
LIJ,VEC,"pe mi invece, u mariunettu u l'é senpre vivu;"
VEC,LLD,"Ci sone ió?l à damandà Kum a Men, par el manazà."
LLD,VEC,"Ei tré cianees piena folades de oro, un banco pien folà de arsento e doi madrozen pies folade de zedoles da mile."
VEC,PMS,Anchora v'è chotal uxanza:
LLD,VEC,Ma aades ra stera ste ra stela me ra dai o o o nò?
LLD,VEC,"L é stà dà ordin de moe, e i coridore i à scomenzà a core, pi pian che i podea par no se scanà."
LLD,LMO,"Ra luna r é mea, e di note i và dute a spasso dalongo de r aga a lusc de luna."
NAP,ROA_TARA,cè bbrutta mamme ca tènghe iòie nna me canòsce la malatòie.
PMS,EML,Lentament a vedi rinverdir i nostar gest fat ad lusz incora neuva cme cal dè c'as siom arcurdà ad vardaras intant ch'el sul fastand al sa spusava.
SCN,NAP,"Nui imma métte, dicimmu accussì, sulu lu capitalu."
LIJ,VEC,"u pætte æ Cæruline, u còre æ Ròse."
VEC,NAP,"Chesto te pare a te, ma io so' felice!"
LLD,VEC,"na setemana par ra fenì, ma co l é dinultima l aea fato un gran bel laoro."
LLD,VEC,"Sciora diretora, no sei se su ra vostra gaseta soré stanpà scrite de jate."
LIJ,EML,Da che dè e nost Vicæri u n'è stæ piò leu.
SCN,ROA_TARA,Quéddra è venuta sulamènde quannu nascivu.
LLD,SCN,someo un placato de ra elezios!
LLD,VEC,Ca l é calchedun che tira fora.
LLD,VEC,"par se refonde, i Guardies i s à tolesc anche chel."
LIJ,VEC,E anchora sapiate ch'ell è pena l'aver e lle persone se alchuno ne trazesse fuora del suo regniame;
NAP,VEC,E sono fadigente femene e guardano ben li mariti dale spexe soe.
ROA_TARA,NAP,"vuosche 'nzeppate d'albere, vallate, erbe, sciure, ombre ca ve ntennerite;"
LIJ,SC,"chi ariguava u çerciu, chi passagiava vestiu da generale cun l'ermu de papê e u squadrun de cartapesta:"
LIJ,VEC,"le arme suo sono archi, spade e maze, ma plui s'aitano d'archi cha d'altre arme, perché sono tropo boni archatori."
SCN,NAP,Penzamu sèmbe sulu a mangià e beve e nun pensamu a l'anema.
LLD,VEC,"l à fato fora galaries e stues, sciares e cameres."
LLD,VEC,Fosc no saé che sé fato de len.
LMO,LLD,"Negun dei tré daerse bocia, e se sente calchedun pianse desperà."
LLD,VEC,fin che es é 'sudes adora a se destacà da agnoche es ea pontelades.
LLD,VEC,L à inciodà chel penel sul muro e l l à tienù là come n arlicui.
FUR,VEC,"Ben o mâl, tra dotorât e co.co.pro."
LLD,LMO,na femena ra vo i ciaei parceche Ricardo l r à lasciada pelada come un veceto.
LLD,LMO,No me 'sirae gnanche dintorno ... fin che a ra fin m ei descedà spasemà.
LLD,LMO,"E ra luna de ci era?Del scior Kum, gnanche da dì."
LLD,VEC,"1) che l nosc paron el lasce de me paciugà con eviva, dissegne, mostace finte e segnes fora de chel che s insegna a scora;"
LLD,LMO,"Ra passaa daejin de ra fabriches e ra riduzaa, parceche ra sentia ra machines che es ciantaa."
LIJ,PMS,U l'é 'n segrettu.
NAP,VEC,"'A grazia d'a fatica! Così diceva il vecchietto curvo, un po' sciancato, lercio e puzzolente che talvolta bussava al cancello del mio giardino."
LMO,LLD,"I zít, a rràsc, ji'ttav'n i cumbìtt A nuij vagliùl 'nghèp c' m'nav'n u flìtt."
SCN,LMO,Mi nu me ciammu Melanpu rispuze u mariunettu.
NAP,VEC,A curnacchj' Stammatìn quànd m'so r'sp'gghjièt o 'bbalcòn da cucìn m'so 'ffaccèt.
LLD,VEC,"El fejea propio fadia, parceche l no n aea pi peniei miracolosc, par fei un cuadro i vorea esse mesc e ra 'sente ra i ridea sora."
SCN,LIJ,E niatri nu vuemu scunparî!
LLD,LIJ,"Par i dià, l bilietario l i tira pa ra spales."
LIJ,LMO,A dò sciòte ad acchessé de cherrénne?
NAP,LMO,lavann piàtt e cav'dèr st'nnèn i pann pul'zzann p' 'ndèrr.
LIJ,SCN,Und'u l'é u vegiu can ch'u stava 'nte stu cazottu?
VEC,LLD,"El dì dapò, Mario l aea da scrie 'sò un tema."
LMO,VEC,"Scarti, diciamo pure la parola, in cambio d'un lavoro certo di non molta qualità."
LIJ,ROA_TARA,fæcite bbéne æì morte e æ chi sòne e cande.
LLD,VEC,Un outro Vecio Dito l disc:
LLD,VEC,"D istade, Poulino el no n aea bisoin de piantes par stà a r onbria:"
PMS,LLD,Un òn zenza oce e zenza
LIJ,VEC,ma u Pinocchiu u ghe vueiva 'n gran ben.
ROA_TARA,NAP,Prenota 'a taverna pe' noodle Qual è 'a previsione in Costa Rica?
SCN,NAP,"Quannu la fémmena vénne, lu cambusandaru s'accuavu adderèt'a la cappèlla:"
PMS,VEC,No i sara na bela a ra tò femena?
LIJ,LMO,Però l'é da stamatin che g'ho 'n'uegia ch'a me fa spaximâ.
LLD,VEC,Da res noe l é ruà i prime foreste.
LIJ,VEC,A ra tò femena no i 'sielo ben ra mastela noa?
EML,NAP,magaradío int l'urtugrafî lesicogrâfica!
LLD,LMO,e l Jato l ea là che l spetaa.
SCN,LIJ,ripete' l'atru.
LIJ,LMO,"gh'é e bôxîe che g'han e ganbe cürte, e e bôxîe che g'han u nazu lungu."
NAP,SCN,Specialmènde re nepote nun se putiénne da paci.
LMO,LIJ,"Oh, saieiva çentu votte megiu che muise mi ascì!"
NAP,LIJ,"Fronne 'e fenucchie! (Oi sciorta, oi sciorta nfama e traritora!"
LMO,PMS,"pìpìpì, pìpìpì, pìpìpì, zun, zun, zun, zun."
SCN,NAP,'Aruta Di ruta.
LLD,LMO,"R à dito Nin, che sarae ió.Desgraziade, me r aé fata, m aé inbroià, i ei dà mè fia a Nin Pize.Pare, ma se no n ea el, el sassin el ve robaa dute i sode."
LMO,VEC,L'Egidio el se scond in la Serenissima Repubblica de Venezia.
NAP,ROA_TARA,Ngéile na lìune ne saule megliòne e megliòne de stèlle nzèime tutte chendénde.
LLD,VEC,Ra tèra r é mea e i fituai i me paga l afito.
LLD,VEC,"Un dì l Orso l à vedù ruà dal troi tré orbe coi oce fasciade su, con un porzeluco che l i menaa."
NAP,VEC,E llui sape mantegnir franchamente la signioria.
SCN,LIJ,"Chi v'ha purtòu da mi, cunpâ Geppettu?"
NAP,VEC,La ziente de Turis vive de merchadantie e d'arte;
LLD,VEC,"Porzeluco Gras, sei ben che te sos ca l à dito l loo, dapò de aé petà su ra porta."
VEC,LMO,ma chesto laoro par el vó dì bete in ordin ra sacocia.
LLD,VEC,I leaa alolo bonora.
LIJ,SCN,"ma a bestieta, gjanduse de schittu, a ghe dette 'na gran murâ 'ntu stömmagu e ou cacciò a ganb'a l'aia."
LIJ,SCN,"U Pinocchiu u nu mangiò, u delüviò."
NAP,VEC,"'e lluce d' 'a riviera se specchiano p' 'o mare, arricamato 'argiento stasera 'o golfo pare."
LLD,VEC,Saé ben che l oio el chieta via ra ondes.
SCN,LMO,Mi suin mariunettu.
SCN,LIJ,u primmu ti devi ese ti.
LMO,NAP,"facciamo, và!... un'ultima domanda:"
LLD,VEC,Biancognee r à dito alolo de scì e r é montada su su l caal bianco del prinzipe.
VEC,LMO,Ma lasciamolo a lui e alla sua pena discrezion vuole ciò che ora ti chiedo poiché ogni uomo ha la sua catena saggio è per noi or prendere congedo.
VEC,LIJ,"Es i somea ben nafré a chi pize che i disc Fejo chesto, fejo chest outro ma i se desmentea alolo duto!"
LLD,VEC,I ladre i à senpre un bel estro con el e ignante de sin 'sì i fesc l inchino.
VEC,PMS,"E lèvete, arràssete!"
LLD,VEC,"No fejo l presepio, nò, nò epò nò! craiaa Antonio e l manazaa sò fardel con un diedo.Fin ades in ei beleche fato diesc e l é senpre chera laira."
LLD,LMO,"Signor, ce outo e ce gros che l é deentà!"
LLD,FUR,"almoto l mazo l ea gran, parceche l é ancora un grun de saetes che 'sira."
LMO,EML,"e che l êra sänza zarvèl, e ch'l avèva la tèsta vûda... insåmma:"
EML,LMO,"Pô gh'è al pret e gh'è i ciarghein, l'organista e anca al viulein, gh'è al tappeed,i drapp,i ciär e una mancia al campanär."
LLD,VEC,"Della zità de Chrerina defina questa desexa è sì gran fredo l'inverno che apena se ne pò schanpar, chon tuto ziò che l'omo abia de molti pani."
LMO,LIJ,tachia te i to tac!
LIJ,PMS,U l'é u caru ch'u ven a piggiâme.
NAP,VEC,"Deverso tramontana chonfina Armenia chon Zorzania, delli qual se conterano in lo sequente capitollo."
LLD,NAP,Chesta ra ve piajarae:
VEC,LIJ,Quello piano è molto chaldo luogo.
NAP,ROA_TARA,"Se resbègghie sìule e temerìuse, chiane e spavendòte va cu sguarde triste ngèrche de chembagné, d'aìute, d'affétte."
SCN,LMO,Se la mettivu sott'a la mandèlla;
VEC,ROA_TARA,Quanto caver' farrà oggi?
SC,NAP,Uno t'ha ditto:
LLD,VEC,Un sarpente l i tira ra coda epò l scanpa pi de oga che l pó.
VEC,ROA_TARA,"Cete, cete el disc Boemondo."
LLD,VEC,"Ignante Biancognee l ea ra pi bela ades r é morta e te sos tu, rejina, ra stela!"
LIJ,NAP,U sonne e u repòse jæ na græn còse:
PMS,NAP,Vicino a Peonis.
SC,VEC,"Ci saranno traguardi raggiunti, e slanci generosi di vita ed altri obiettivi ma attento!"
LMO,VEC,"In Trentin, 2.500."
SCN,VEC,La fata se ngarrecavu de re purtà.
LLD,VEC,la zità maistra à nome Galaci.
LIJ,SC,A Fue' a l'é in caza?
LIJ,EML,(che pò l êra purtgaiṡ...).
LMO,PMS,E era r à inprometù.
LMO,VEC,"Nooo mamma, stava con noi, solo che l'abbiamo mandato via dalla cucina perché dava fastidio ed io pensavo che fosse andato a giocare con il presepe."
NAP,SCN,E nfintamente e ba'!
VEC,LLD,El ve copa!Inze losa l é ruà inze un tosato de scondon;
NAP,LMO,saraini de Turis èno malvaxia zente e falssa e deslialle.
SC,SCN,dissi gentile e con le braccia tese.
SCN,LIJ,gh'aniô 'n atru giurnu.
LIJ,NAP,Ch' è succieso?
LIJ,VEC,"ma u Geppettu u ghe tratégne u braççu, dixendughe:"
LMO,LIJ,"Ma quande, aspeta che t'aspeta, u vidde che nu spuntava nisciün, proppiu nisciün, alua ghe turnò in cö u so povou puæ... e u tartaggiò squæxi muibundu:"
LLD,VEC,"Jatejate e jate ome, drio r idea de Zozzetto, i rajonaa de cemodo che i podea fei."
VEC,NAP,"Oi, llà llà!"
VEC,NAP,"Siente, si vide."
LIJ,VEC,E u se sciügò 'na lagrima.
SC,SCN,E che burdura ricamata a mano!
LIJ,NAP,"Azzicco azzicco Vicino, vicino."
LMO,EML,Ai son me cat dag na spinta E adess a son realizè Tott cuntent in cor mì A cant all'Ariston tott i dè In tant ca fag al pulizì.
VEC,LIJ,E sì li dè' do frati predichatori che dovesse andar chon loro.
VEC,NAP,"... Si, ho finito... Embè, usciamo."
LIJ,ROA_TARA,"Ün gran scignuru ti? disse a Vurpe, e a cumençò a rie de 'n rizu desgaibòu e minciunatû:"
FUR,EML,"bulgnaiṡ, fraraiṡ, cmaciaiṡ, rumagnôl, sanmarinaiṡ...)."
NAP,VEC,"è state, scotta 'o sole e sto gelato!"
NAP,ROA_TARA,"Dottòre, me sénde na cause dò, nan la sacce tènda spiegò."
LMO,LIJ,"Tiu veddi, alua, se gh'aiva raxun?"
NAP,SC,Chi 'o po' scanaglia?
NAP,VEC,E so' lume!
LLD,FUR,"la plui nobille zità della contrà è apellata Artinga, e à arzivescovo;"
LLD,VEC,Calche ota ra sò femena ra i disc:
LIJ,VEC,"non ge abita homo, nì bestia, nì oxello se non solamente falchoni pellegrini e un'altra gienerazione d'oxieli ch'àno nome bargolai."
SCN,LIJ,Questa chontrata è apellata Balor.
LLD,VEC,"El treno che và da Poot a Paet i lo ciama el trenin, parceche l é coscì pizo che somea de podé se l bete inze scarsela."
LLD,VEC,"Booro l balaa e l vedea bosche cuerte de gnee, rus che corea, el snasaa i odore che i aea contà l vecio Ruubi."
LLD,VEC,"el cardea che ra fosse duta contenta, ma inveze ra vecia ra someaa pi stizada che mai."
LMO,LLD,Ma quand jèss rìr m' 'nnammòr jì !
LIJ,SCN,"Sci... A Fue' a ghe de' a baletta, e u Pinocchiu, doppu aveila sgranâ e culâ inte 'n mumentu, u disse sperleccanduse:"
ROA_TARA,FUR,"Irak, Iran, Sirie e Turchie."
LLD,VEC,"L ea stà sarà via nossicuante anes, ma l no s aea mai desmenteà de chi bosche che inveze Booro l aea chel tanto vedù."
LLD,VEC,Passo pede un pizo che l sgnoufa parceche l balon ros che l menaa a spasso leà con un firo l i é scanpà par aria.
LLD,VEC,Ci alo zercà ra mè menestra?
LMO,LLD,"Ma ió voi me maridà con el, pare!che te sos;"
NAP,VEC,Aggio bisogno d''a giacca diman'?
SC,VEC,"Vosoutre, stupidiei e ordenarie, sé restade indrio."
LLD,LMO,"Se i ome i s aesse contentà de chel che i aea, stajasson ancora sui brascioi come ra scimies.Ci che fesc da soposta el fesc par tré!"
SCN,FUR,Vaselli cosa fai il lupo?
SCN,VEC,La Grande Armenia è una grande provinzia.
LIJ,LLD,Guai a ciammâlu Pulentiña!
LIJ,SC,E se mai che nuu sun! Tütt'atru!
LLD,VEC,"dinultima ra s à destirà sul setimo, r à sentù che l 'sia benon e ra s à infiatì via."
LIJ,SC,Intantu a famme ou turmentava;
LLD,VEC,"Bona sera, Caalier de l Ordin del caal che l se nana, Gran Ufizial dei peruze cuote ... e 'sò indrioman."
VEC,LMO,"El el m à respondù, sciora diretora:"
VEC,LIJ,"In questo piano è una zenerazion d'oxelli che sono apellati francholini, ch'è molto divixati da questi de nostra parte."
LIJ,VEC,"Ella volze vintiquatro meglia et è quadra a fillo, sì che zaschadun quadro è sìe meglia."
EML,LMO,Nonònn mij ma dèt cènt lir e mamm trent.
LIJ,VEC,"L'instade àno venaxion de bestie e de oxelli assai, ma l'inverno nonn è nesuna bestia nì oxello per gran fredura che v'è."
VEC,NAP,Me par de vedèlla:
SCN,NAP,"La vita, si sape, è ffatta a ttiraturu:"
LIJ,VEC,Egli à fate rete de fero e de rame sì che 'l pesie non se può partir.
LLD,NAP,I nanete contente i é 'sude drio ra sò amiga e l sò noizo fin inze l castel.
ROA_TARA,VEC,"Et qui troverete tute le grandisime meraveie et diversitate della grande Armenia, de Persia, Tartaria e de India et de molte altre provinzie."
LLD,VEC,Dapò de un ora l penel el se moarà solo e l depensarà ce che te vos tu.
LLD,VEC,Son stufa agra de esse ra femena del Goernador.
SCN,NAP,"Chi chiagneva, chi rereva, chi alluccava:"
VEC,LMO,Ma se ra contai fin che i caminaa?
LIJ,LMO,l'accattu suu che pia sö pelle.
LIJ,VEC,e non àno biava nì vino.
LIJ,VEC,I caxi en tanti!...
LMO,FUR,Mighe come cumò che a no san ce che ur mancje.
LLD,VEC,da cher ora daerse r ostaria là de faza e l portier el no scomenza a netà su ignante de aé snasà chel bonador da café.
VEC,LIJ,De questi oxieli pasieno questi falchoni;
LIJ,SCN,sulu de tantu in tantu u sentiva battise in cea quarche gran buffâ de ventu.
LIJ,NAP,"A tutti noto è col nom TarantoNostra in esso i membri, con loro gran diletto, di proprie gesta fanno bella mostra usando spesso il lor natio dialetto."
